country,adm1_code,admin_level_1,year,farmer,nextserv,nremit,nborrow,nsocben,telephone,dsmall,vpfood,foodprod,totvp,totlivstvp,yield_vha,yieldwork,yield_total,yield_weha,yield_maha,yield_riha,foodexp,pcexp2,foodownp,foodcal,totincome,qchem_ha,femhead,agehead,snghead,msize,fsize,dextens,distance,sh_agin,shagwge,shoffarm,shtrans,shother,landop,TLU_total,dmachinery,shirrland,chemexp_ha,qfert_ha,fertexp_ha,qseed_ha,seedexp_ha,dtchadmem,shagprod_sold,shinput_vp,shfert_purch,shseed_purch,shchem_purch,dborrow,amloan,famldays,wfamldays,mfamldays,hlabdays,hlabwage,offlabday,offlabwage,hhsize,eduhead,dsocben,shsocben,dremit,remitt,dphone,TLU_agg_cattle,TLU_agg_poultry,TLU_agg_other,TLU_agg_equins,TLU_agg_pigs,TLU_agg_camels,TLU_agg_goats,var_type
Uganda,42184,Kanungu,2005,0.0,3778.79,6841.17,11069.0,0.0,0.0,,996.078,3.204,1115.312,236.749,1017.934,5.047,1124.998,,0.002,,393.762,869.094,0.545,,3427.465,,0.13,39.0,,2.753,2.938,0.15,2.57,0.593,0.07,0.294,0.017,0.026,1.252,1.024,,0.0,2.932,,8.289,,34.088,,0.275,0.041,,,,0.439,196.274,0.689,0.5,0.142,0.099,3.262,0.263,3.315,5.691,4.294,0.0,0.0,0.271,42.02,,0.66,0.056,0.0,0.0,0.0,0.0,0.364,2
Uganda,42184,Kanungu,2012,0.0,11735.998,3882.956,1165.627,0.0,0.0,,1112.171,1.723,1271.557,95.031,1708.304,5.658,1893.9,,0.003,,313.908,328.258,,,4261.054,0.001,0.168,44.009,,2.66,2.865,0.28,1.573,0.505,0.033,0.439,0.021,0.004,0.843,0.799,0.0,0.0,0.042,0.0,0.0,52.186,19.984,,0.256,0.013,,,,0.028,,0.772,0.311,0.258,0.071,3.376,0.144,20.864,5.341,8.591,0.0,0.0,0.093,53.975,,0.307,0.099,0.0,0.0,0.101,0.0,0.22,2
Uganda,3121,Kasese,2005,0.0,4412.61,11833.4,13389.26,0.0,0.0,,694.919,3.7,999.298,50.155,983.12,6.628,1307.191,,0.003,,306.355,615.634,0.423,,2183.592,,0.087,41.162,,3.457,3.727,0.059,6.649,0.791,0.013,0.179,0.015,0.002,1.015,0.191,,0.005,1.473,,0.0,,18.59,,0.339,0.034,,,,0.18,64.764,0.591,0.333,0.225,0.018,4.605,0.179,2.568,7.183,3.897,0.0,0.0,0.159,36.761,,0.058,0.036,0.0,0.0,0.0,0.0,0.133,2
Uganda,3121,Kasese,2012,0.0,34430.239,0.0,19375.318,0.0,0.0,,959.473,2.176,1413.241,80.312,945.495,7.394,1342.187,,0.002,,322.562,282.943,,,4484.954,0.0,0.227,45.979,,3.144,3.584,0.371,2.736,0.648,0.001,0.344,0.0,0.007,1.329,0.291,0.0,0.0,0.078,0.0,0.0,47.272,26.872,,0.422,0.026,,,,0.209,,0.795,0.317,0.254,0.019,4.119,0.094,6.751,6.841,4.477,0.0,0.0,0.0,0.0,,0.0,0.113,0.0,0.0,0.04,0.0,0.138,2
Uganda,47078,Katakwi,2005,0.0,615.56,4688.41,0.0,0.0,0.0,,117.328,1.028,253.514,137.943,93.708,2.037,247.741,,0.0,,240.665,463.059,0.418,,1632.857,,0.423,44.065,,2.535,3.155,0.047,6.751,0.596,0.062,0.246,0.095,0.0,1.412,0.904,,0.0,0.0,,0.0,,18.571,,0.017,0.262,,,,0.0,0.0,0.305,0.205,0.066,0.035,2.065,0.073,0.952,5.69,3.044,0.0,0.0,0.362,111.496,,0.501,0.077,0.0,0.0,0.0,0.0,0.403,2
Uganda,47078,Katakwi,2012,0.0,28881.239,30436.473,0.0,1050.784,0.0,,71.402,0.102,245.862,340.189,82.63,1.153,158.306,,0.0,,298.502,345.597,,,928.382,0.0,0.904,45.629,,4.814,3.305,0.858,0.701,0.636,0.016,0.105,0.243,0.001,2.074,2.707,0.031,0.0,0.0,0.0,0.0,173.7,10.934,,0.085,0.095,,,,0.0,,0.559,0.055,0.029,0.247,2.241,0.001,,8.119,6.012,0.031,0.001,0.904,214.387,,1.773,0.048,0.0,0.0,0.322,0.0,0.564,2
Uganda,42185,Kayunga,2005,0.0,2240.51,18647.04,5901.45,0.0,0.0,,693.089,2.397,812.683,145.853,758.448,5.487,923.499,,0.002,,351.721,677.358,0.484,,2833.339,,0.326,44.795,,2.859,2.953,0.07,2.451,0.576,0.047,0.275,0.101,0.001,0.967,0.391,,0.0,8.42,,0.0,,14.361,,0.385,0.055,,,,0.183,61.724,0.467,0.305,0.084,0.045,3.491,0.23,4.976,5.812,4.305,0.0,0.0,0.58,162.15,,0.243,0.059,0.0,0.0,0.0,0.0,0.147,2
Uganda,42185,Kayunga,2012,0.0,2152.687,4723.822,277.835,0.0,0.0,,1043.527,2.465,1236.956,26.576,2139.204,5.164,2373.435,,0.005,,489.681,614.992,,,3906.402,0.357,0.253,43.163,,2.775,2.326,0.102,2.502,0.704,0.011,0.213,0.071,0.0,0.785,0.5,0.0,0.031,2.575,0.362,3.549,94.727,55.845,,0.382,0.028,,,,0.013,,0.782,0.257,0.336,0.035,2.941,0.123,6.332,5.18,8.23,0.0,0.0,0.225,210.7,,0.363,0.082,0.0,0.0,0.019,0.0,0.036,2
Uganda,3123,Kibaale,2005,0.0,10352.03,8836.01,8250.22,0.0,0.0,,686.533,3.087,781.565,60.644,989.488,5.782,1102.694,,0.004,,340.634,594.007,0.571,,2014.819,,0.197,41.518,,2.647,2.463,0.212,4.638,0.709,0.01,0.234,0.026,0.021,1.07,0.255,,0.0,2.4,,0.0,,23.794,,0.348,0.027,,,,0.169,148.798,0.52,0.336,0.159,0.059,3.747,0.106,17.583,5.12,3.626,0.0,0.0,0.181,21.873,,0.157,0.048,0.0,0.0,0.0,0.0,0.097,2
Uganda,3123,Kibaale,2012,0.0,2243.935,0.0,813.284,0.0,0.0,,1094.709,2.876,1249.141,0.0,844.297,8.379,918.874,,0.002,,369.043,350.01,,,6849.181,0.0,0.171,45.135,,3.348,2.351,0.052,0.912,0.602,0.001,0.395,0.0,0.001,1.38,0.538,0.0,0.0,0.0,0.0,0.0,95.662,23.475,,0.381,0.031,,,,0.019,,0.615,0.138,0.396,0.041,5.911,0.124,5.078,5.781,7.157,0.0,0.0,0.0,0.0,,0.136,0.113,0.0,0.0,0.051,0.0,0.102,2
Uganda,47079,Kiruhura,2005,0.0,0.0,4299.24,1021.46,0.0,0.0,,374.276,1.384,390.127,138.386,430.442,4.056,454.967,,0.001,,420.737,763.391,0.524,,1798.622,,0.271,42.836,,2.309,2.462,0.0,5.768,0.53,0.094,0.329,0.047,0.0,1.355,2.608,,0.0,0.0,,0.0,,5.978,,0.376,0.023,,,,0.056,2.915,0.305,0.175,0.099,0.022,6.574,0.068,10.413,4.806,3.304,0.0,0.0,0.234,58.52,,2.417,0.025,0.0,0.0,0.0,0.0,0.191,2
Uganda,47079,Kiruhura,2012,0.0,1962.672,1437.256,4220.396,0.0,0.0,,905.942,2.171,905.942,588.775,1376.322,11.863,1376.322,,0.003,,300.029,325.278,,,6391.748,0.0,0.105,39.198,,1.537,3.954,0.155,3.584,0.342,0.0,0.657,0.001,0.0,0.778,6.318,0.0,0.0,0.0,0.0,0.0,41.552,31.905,,0.177,0.027,,,,0.333,,0.378,0.288,0.104,0.024,2.988,0.084,,5.49,5.324,0.0,0.0,0.113,31.867,,5.24,0.038,0.0,0.0,0.0,0.0,1.04,2
Uganda,3125,Kisoro,2005,0.0,1730.76,16390.9,9526.75,0.0,0.0,,594.946,2.452,624.805,76.193,951.598,5.569,982.516,,0.003,,246.189,511.246,0.728,,1217.239,,0.342,44.5,,2.759,2.576,0.051,5.653,0.764,0.111,0.083,0.041,0.001,0.762,0.517,,0.013,2.049,,0.0,,21.683,,0.124,0.032,,,,0.28,18.028,0.357,0.251,0.068,0.053,3.063,0.085,9.497,5.335,2.186,0.0,0.0,0.482,106.485,,0.234,0.028,0.0,0.0,0.0,0.0,0.283,2
Uganda,3125,Kisoro,2012,0.0,12235.195,15007.701,0.0,0.0,0.0,,587.532,1.451,597.329,204.936,1626.997,2.566,1659.728,,0.004,,210.737,201.898,,,1465.914,0.0,0.243,47.646,,2.423,2.73,0.244,2.925,0.626,0.087,0.235,0.056,0.0,0.529,0.386,0.0,0.0,0.0,0.0,0.0,123.57,42.384,,0.063,0.037,,,,0.0,,0.801,0.514,0.208,0.036,2.432,0.073,6.138,5.152,4.107,0.0,0.0,0.299,105.238,,0.0,0.018,0.0,0.0,0.067,0.0,0.102,2
Uganda,47080,Koboko,2005,0.0,0.0,4299.24,1021.46,0.0,0.0,,374.276,1.384,390.127,138.386,430.442,4.056,454.967,,0.001,,420.737,763.391,0.524,,1798.622,,0.271,42.836,,2.309,2.462,0.0,5.768,0.53,0.094,0.329,0.047,0.0,1.355,2.608,,0.0,0.0,,0.0,,5.978,,0.376,0.023,,,,0.056,2.915,0.305,0.175,0.099,0.022,6.574,0.068,10.413,4.806,3.304,0.0,0.0,0.234,58.52,,2.417,0.025,0.0,0.0,0.0,0.0,0.191,2
Uganda,47080,Koboko,2012,0.0,9230.226,10004.704,1385.743,65.524,0.0,,752.917,1.645,896.381,105.336,1053.063,5.168,1273.022,,0.002,,295.343,373.655,,,2808.865,0.34,0.324,45.713,,2.636,2.777,0.249,3.449,0.601,0.038,0.275,0.075,0.011,0.992,1.528,0.007,0.008,2.926,1.365,1.987,80.972,28.451,,0.266,0.045,,,,0.052,,0.606,0.249,0.217,0.053,3.346,0.077,9.468,5.469,5.077,0.002,0.001,0.297,100.318,,1.063,0.098,0.0,0.004,0.064,0.0,0.222,2
Uganda,47083,Luwero,2005,0.0,6519.54,16000.33,6719.9,0.0,0.0,,491.991,2.193,572.962,124.708,710.105,4.597,1021.85,,0.003,,407.564,784.679,0.445,,2671.007,,0.347,44.695,,2.429,2.561,0.145,3.511,0.483,0.032,0.41,0.07,0.005,0.972,0.48,,0.111,1.688,,1.274,,14.66,,0.287,0.028,,,,0.149,52.047,0.508,0.312,0.101,0.024,6.628,0.17,5.326,4.99,4.061,0.0,0.0,0.355,82.64,,0.438,0.067,0.0,0.0,0.0,0.0,0.042,2
Uganda,47083,Luwero,2012,0.0,6314.791,9605.817,0.0,0.0,0.0,,984.959,2.012,1110.411,90.86,1425.396,4.766,1623.09,,0.003,,394.08,410.538,,,6530.749,0.963,0.344,48.487,,3.351,2.89,0.324,3.556,0.332,0.021,0.585,0.051,0.011,0.828,1.731,0.0,0.0,12.732,1.272,7.403,30.541,15.136,,0.178,0.02,,,,0.0,,0.765,0.365,0.23,0.027,3.774,0.153,17.147,6.427,8.168,0.0,0.0,0.493,149.831,,1.258,0.071,0.0,0.0,0.159,0.0,0.212,2
Uganda,42189,Mayuge,2005,0.0,0.0,4209.79,1564.97,0.0,0.0,,832.256,2.851,892.097,168.098,1076.588,4.701,1150.793,,0.004,,315.13,575.243,0.508,,3542.654,,0.115,39.041,,3.717,3.4,0.0,1.99,0.626,0.0,0.336,0.03,0.007,0.873,0.409,,0.044,2.611,,2.902,,26.056,,0.335,0.059,,,,0.095,2.022,0.611,0.399,0.155,0.031,6.293,0.088,,7.117,4.78,0.0,0.0,0.255,13.153,,0.267,0.053,0.0,0.0,0.0,0.0,0.142,2
Uganda,42189,Mayuge,2012,0.0,4410.732,1142.442,0.0,0.0,0.0,,650.711,1.609,683.645,18.804,885.284,2.809,908.613,,0.002,,294.334,259.411,,,1999.25,0.132,0.0,44.73,,4.299,3.69,0.484,0.912,0.664,0.0,0.269,0.017,0.05,1.003,0.541,0.0,0.0,0.74,0.0,0.0,69.677,20.181,,0.226,0.025,,,,0.0,,0.784,0.208,0.424,0.015,2.635,0.134,3.975,7.988,5.988,0.0,0.0,0.125,123.403,,0.093,0.011,0.0,0.0,0.019,0.0,0.164,2
Uganda,47085,Mbale,2005,0.0,31395.02,111624.999,18204.9,3587.56,0.0,,627.743,2.64,742.566,195.666,1084.557,5.64,1271.6,,0.004,,310.702,602.481,0.447,,3360.952,,0.226,45.722,,2.744,3.036,0.173,2.066,0.587,0.038,0.258,0.11,0.006,0.751,0.945,,0.005,2.209,,7.271,,37.808,,0.3,0.054,,,,0.1,90.401,0.469,0.254,0.128,0.026,4.132,0.11,4.853,5.76,4.369,0.02,0.018,0.614,156.876,,0.821,0.062,0.0,0.0,0.0,0.0,0.124,2
Uganda,47085,Mbale,2012,0.0,9134.081,6086.787,0.0,0.0,0.0,,460.594,0.982,522.721,65.819,1212.397,2.366,1299.8,,0.003,,230.323,194.624,,,1032.366,1.773,0.155,55.664,,1.781,2.231,0.467,0.775,0.703,0.0,0.215,0.076,0.006,0.647,1.188,0.0,0.0,0.0,1.773,4.159,195.744,75.306,,0.134,0.082,,,,0.0,,0.751,0.388,0.262,0.01,1.925,0.082,2.374,4.076,6.27,0.0,0.0,0.311,103.403,,0.792,0.168,0.0,0.0,0.064,0.0,0.113,2
Uganda,47086,Mbarara,2005,0.0,25350.47,59570.52,75233.87,885.13,0.0,,1582.647,9.053,1664.564,325.16,1240.507,8.178,2096.104,,0.007,,352.022,845.335,0.527,,3843.99,,0.262,42.59,,3.02,3.09,0.117,5.546,0.627,0.113,0.221,0.028,0.011,0.943,2.105,,0.008,1.08,,0.018,,29.315,,0.258,0.041,,,,0.348,118.794,0.522,0.34,0.124,0.069,3.551,0.161,4.701,6.118,3.781,0.004,0.002,0.275,59.252,,1.739,0.025,0.0,0.0,0.0,0.0,0.366,2
Uganda,47086,Mbarara,2012,0.0,36611.371,12767.11,0.0,0.0,0.0,,1853.431,3.022,1973.272,302.006,2837.609,9.288,3032.855,,0.005,,331.717,379.137,,,7419.982,0.116,0.302,45.0,,2.866,3.349,0.598,1.566,0.468,0.027,0.425,0.021,0.063,0.739,1.044,0.0,0.0,1.719,0.0,0.0,71.355,37.452,,0.353,0.016,,,,0.0,,0.691,0.359,0.213,0.094,2.985,0.086,,6.264,7.191,0.0,0.0,0.208,72.509,,0.796,0.026,0.0,0.0,0.029,0.0,0.151,2
Uganda,47087,Mityana,2005,0.0,0.0,4299.24,1021.46,0.0,0.0,,374.276,1.384,390.127,138.386,430.442,4.056,454.967,,0.001,,420.737,763.391,0.524,,1798.622,,0.271,42.836,,2.309,2.462,0.0,5.768,0.53,0.094,0.329,0.047,0.0,1.355,2.608,,0.0,0.0,,0.0,,5.978,,0.376,0.023,,,,0.056,2.915,0.305,0.175,0.099,0.022,6.574,0.068,10.413,4.806,3.304,0.0,0.0,0.234,58.52,,2.417,0.025,0.0,0.0,0.0,0.0,0.191,2
Uganda,47087,Mityana,2012,0.0,4165.429,14677.527,0.0,0.0,0.0,,977.284,1.922,1363.822,96.948,898.727,4.115,1166.977,,0.002,,493.023,508.255,,,6666.875,2.915,0.36,40.453,,2.607,2.1,0.108,2.718,0.415,0.024,0.423,0.138,0.0,1.135,1.102,0.0,0.035,22.176,3.475,28.006,42.826,13.68,,0.369,0.06,,,,0.0,,0.816,0.378,0.441,0.15,7.597,0.186,26.618,4.888,7.037,0.0,0.0,0.379,175.95,,0.707,0.09,0.0,0.0,0.164,0.0,0.078,2
Uganda,3136,Moyo,2005,0.0,1593.0,2564.06,1617.55,0.0,0.0,,153.288,0.352,163.175,26.305,186.338,4.141,201.72,,0.0,,246.177,419.14,0.168,,2002.489,,0.28,39.277,,2.794,2.453,0.202,1.231,0.24,0.08,0.617,0.062,0.002,1.039,0.828,,0.0,0.141,,0.0,,33.582,,0.056,0.189,,,,0.205,17.108,0.155,0.096,0.038,0.011,6.133,0.043,,5.247,4.101,0.0,0.0,0.325,91.063,,0.482,0.01,0.0,0.0,0.0,0.0,0.346,2
Uganda,3136,Moyo,2012,0.0,18813.24,12414.656,263.771,0.0,0.0,,315.502,0.437,320.298,51.721,312.011,2.561,315.633,,0.0,,248.532,217.965,,,1676.781,0.0,0.298,36.699,,2.913,2.655,0.438,2.003,0.379,0.179,0.394,0.048,0.0,1.125,0.561,0.0,0.0,0.0,0.0,0.0,37.038,22.202,,0.103,0.098,,,,0.006,,0.382,0.179,0.162,0.04,5.067,0.131,26.224,5.568,5.47,0.0,0.0,0.289,126.112,,0.056,0.154,0.0,0.0,0.018,0.0,0.316,2
Uganda,47088,Mubende,2005,0.0,9740.21,63457.86,15718.76,0.0,0.0,,621.455,2.733,685.213,279.136,747.841,24.359,770.755,,0.003,,439.95,920.582,0.465,,4347.325,,0.348,41.848,,2.693,2.921,0.073,5.387,0.493,0.096,0.354,0.051,0.006,1.11,1.175,,0.02,5.453,,1.385,,18.269,,0.352,0.04,,,,0.118,48.632,0.409,0.245,0.109,0.041,9.412,0.135,8.577,5.612,4.547,0.0,0.0,0.476,107.97,,1.075,0.044,0.0,0.0,0.0,0.0,0.1,2
Uganda,47088,Mubende,2012,0.0,5669.716,18924.11,399.753,0.0,0.0,,890.903,2.128,989.096,342.318,1670.026,4.348,1744.435,,0.004,,384.564,397.432,,,4057.525,0.439,0.437,43.954,,2.393,2.433,0.128,0.404,0.511,0.028,0.357,0.074,0.029,0.86,0.444,0.0,0.0,9.967,0.106,0.997,76.247,13.283,,0.298,0.034,,,,0.009,,0.698,0.296,0.334,0.093,4.72,0.03,1.946,4.844,4.887,0.0,0.0,0.428,331.002,,0.192,0.086,0.0,0.0,0.11,0.0,0.046,2
Uganda,47089,Nakaseke,2005,0.0,0.0,4299.24,1021.46,0.0,0.0,,374.276,1.384,390.127,138.386,430.442,4.056,454.967,,0.001,,420.737,763.391,0.524,,1798.622,,0.271,42.836,,2.309,2.462,0.0,5.768,0.53,0.094,0.329,0.047,0.0,1.355,2.608,,0.0,0.0,,0.0,,5.978,,0.376,0.023,,,,0.056,2.915,0.305,0.175,0.099,0.022,6.574,0.068,10.413,4.806,3.304,0.0,0.0,0.234,58.52,,2.417,0.025,0.0,0.0,0.0,0.0,0.191,2
Uganda,47089,Nakaseke,2012,0.0,0.0,0.0,0.0,0.0,0.0,,838.708,2.374,873.792,52.879,838.123,4.512,861.393,,0.002,,263.909,226.082,,,1888.196,0.0,0.0,23.533,,2.286,3.681,0.0,10.111,0.864,0.0,0.136,0.0,0.0,1.023,0.92,0.0,0.0,0.0,2.517,12.248,26.56,3.277,,0.075,0.019,,,,0.0,,0.618,0.325,0.297,0.054,1.393,0.058,,5.967,6.408,0.0,0.0,0.0,0.0,,0.616,0.083,0.0,0.0,0.089,0.0,0.132,2
Uganda,42195,Nakasongola,2005,0.0,0.0,5589.39,1462.07,0.0,0.0,,219.39,0.779,288.593,149.741,406.747,5.793,573.685,,0.001,,341.846,839.52,0.248,,3861.072,,0.23,47.249,,3.179,3.18,0.0,8.366,0.218,0.321,0.443,0.019,0.0,0.817,1.165,,0.0,0.0,,0.0,,4.203,,0.162,0.011,,,,0.102,21.341,0.364,0.246,0.061,0.049,6.209,0.037,,6.428,4.526,0.0,0.0,0.391,29.585,,1.036,0.031,0.0,0.0,0.0,0.0,0.129,2
Uganda,42195,Nakasongola,2012,0.0,9230.226,10004.704,1385.743,65.524,0.0,,752.917,1.645,896.381,105.336,1053.063,5.168,1273.022,,0.002,,295.343,373.655,,,2808.865,0.34,0.324,45.713,,2.636,2.777,0.249,3.449,0.601,0.038,0.275,0.075,0.011,0.992,1.528,0.007,0.008,2.926,1.365,1.987,80.972,28.451,,0.266,0.045,,,,0.052,,0.606,0.249,0.217,0.053,3.346,0.077,9.468,5.469,5.077,0.002,0.001,0.297,100.318,,1.063,0.098,0.0,0.004,0.064,0.0,0.222,2
Uganda,3141,Ntungamo,2005,0.0,4510.83,13634.14,16238.55,0.0,0.0,,694.435,34.166,825.921,245.787,1351.792,4.776,1587.959,,0.031,,331.34,727.616,0.548,,1829.505,,0.346,43.205,,2.785,3.043,0.082,3.895,0.676,0.112,0.163,0.042,0.007,0.916,1.237,,0.0,0.0,,0.0,,33.292,,0.243,0.041,,,,0.297,42.551,0.609,0.443,0.098,0.062,2.206,0.087,4.193,5.827,2.675,0.0,0.0,0.249,105.658,,0.995,0.016,0.0,0.0,0.0,0.0,0.242,2
Uganda,3141,Ntungamo,2012,0.0,18838.444,12412.435,1289.592,0.0,0.0,,1458.608,3.067,1681.132,103.101,1905.125,6.749,2633.266,,0.005,,326.913,604.813,,,3355.927,0.0,0.24,41.173,,2.8,2.791,0.245,3.017,0.623,0.058,0.302,0.018,0.0,0.848,0.685,0.0,0.007,0.0,0.0,0.0,50.076,18.373,,0.406,0.015,,,,0.017,,0.748,0.427,0.242,0.043,2.855,0.027,,5.721,6.356,0.0,0.0,0.161,40.682,,0.449,0.027,0.001,0.0,0.007,0.0,0.201,2
Uganda,42197,Rukungiri,2005,0.0,7034.89,9288.48,15192.04,0.0,0.0,,1061.12,4.071,1159.928,302.97,1575.736,4.284,2029.51,,0.007,,334.759,783.939,0.662,,3614.277,,0.309,44.241,,3.03,3.334,0.193,2.946,0.649,0.077,0.26,0.009,0.004,0.939,1.22,,0.0,1.589,,0.0,,31.709,,0.19,0.032,,,,0.416,142.278,0.922,0.7,0.132,0.114,3.809,0.117,3.249,6.363,4.445,0.0,0.0,0.255,22.365,,0.93,0.026,0.0,0.0,0.0,0.0,0.29,2
Uganda,42197,Rukungiri,2012,0.0,5454.274,3337.267,0.0,0.0,0.0,,1062.925,1.635,1354.646,118.404,1623.732,4.738,2162.045,,0.002,,346.051,305.336,,,2448.228,0.097,0.344,44.429,,1.881,2.753,0.187,2.421,0.777,0.094,0.113,0.015,0.0,0.788,0.633,0.0,0.0,3.05,0.0,0.0,76.968,33.314,,0.301,0.037,,,,0.0,,0.901,0.625,0.181,0.109,3.161,0.004,,4.709,4.023,0.0,0.0,0.114,19.976,,0.343,0.037,0.0,0.0,0.034,0.0,0.218,2
Uganda,3145,Ssembabule,2005,0.0,712.75,12239.44,4601.78,0.0,0.0,,431.788,1.331,607.151,346.064,583.051,5.371,670.449,,0.002,,308.88,561.105,0.45,,2238.038,,0.284,45.706,,2.677,3.065,0.032,6.44,0.665,0.096,0.166,0.071,0.002,0.933,2.723,,0.0,0.045,,0.0,,27.169,,0.319,0.058,,,,0.207,44.482,0.423,0.264,0.12,0.008,2.564,0.01,16.334,5.621,3.939,0.0,0.0,0.55,39.286,,2.527,0.04,0.0,0.0,0.0,0.0,0.196,2
Uganda,3145,Ssembabule,2012,0.0,5952.302,12260.192,0.0,0.0,0.0,,1083.461,2.535,1387.993,722.976,1478.078,5.194,1778.089,,0.003,,465.289,418.539,,,6173.02,1.572,0.413,52.504,,3.143,2.012,0.228,7.054,0.596,0.024,0.131,0.249,0.001,0.93,3.033,0.0,0.014,12.831,1.157,9.835,68.025,11.232,,0.452,0.018,,,,0.0,,0.8,0.396,0.298,0.049,4.095,0.122,,5.394,5.112,0.0,0.0,0.47,681.312,,2.561,0.041,0.0,0.0,0.231,0.0,0.2,2
Uganda,47090,Tororo,2005,0.0,8248.65,40284.82,5835.58,0.0,0.0,,744.04,2.774,849.109,228.517,861.638,4.273,960.314,,0.003,,284.569,649.614,0.513,,4687.322,,0.346,42.68,,3.004,3.385,0.135,3.344,0.574,0.071,0.244,0.109,0.002,1.0,1.438,,0.0,3.77,,0.435,,19.778,,0.245,0.03,,,,0.096,51.624,0.651,0.391,0.144,0.038,3.67,0.149,2.984,6.389,3.564,0.0,0.0,0.661,225.019,,1.23,0.076,0.0,0.0,0.0,0.0,0.208,2
Uganda,47090,Tororo,2012,0.0,14115.843,25840.654,0.0,0.0,0.0,,639.791,1.016,784.27,8.069,788.499,5.325,953.198,,0.001,,300.288,262.754,,,1650.729,0.019,0.437,55.354,,1.992,2.184,0.193,1.619,0.693,0.017,0.171,0.091,0.028,0.976,1.899,0.0,0.005,0.36,0.676,0.634,30.569,16.687,,0.127,0.023,,,,0.0,,0.584,0.355,0.163,0.046,3.484,0.051,,4.2,4.855,0.0,0.0,0.354,158.297,,0.996,0.32,0.0,0.0,0.161,0.0,0.315,2
Uganda,42200,Wakiso,2005,0.0,5555.64,27453.61,5359.77,1255.46,0.0,,567.248,2.711,589.911,568.054,1255.01,31.073,2388.505,,0.008,,498.747,1394.34,0.31,,5888.555,,0.373,46.735,,3.304,3.247,0.098,3.01,0.33,0.053,0.508,0.098,0.012,0.585,0.664,,0.012,4.891,,6.502,,27.484,,0.177,0.081,,,,0.094,76.991,0.449,0.287,0.083,0.028,6.873,0.414,11.176,6.551,5.368,0.022,0.01,0.483,259.972,,0.548,0.188,0.0,0.0,0.0,0.0,0.116,2
Uganda,42200,Wakiso,2012,0.0,3028.64,6240.574,493.629,515.708,0.0,,582.257,0.994,619.048,41.917,1434.119,3.763,1653.099,,0.003,,639.898,767.509,,,11825.624,0.739,0.247,38.542,,2.689,2.158,0.12,1.2,0.162,0.019,0.751,0.042,0.026,0.439,0.453,0.0,0.0,6.281,0.449,2.458,27.37,38.561,,0.092,0.034,,,,0.02,,0.461,0.172,0.123,0.024,3.971,0.168,8.057,4.867,4.831,0.02,0.01,0.247,124.371,,0.254,0.059,0.0,0.0,0.074,0.0,0.006,2
Uganda,42201,Yumbe,2005,0.0,0.0,6015.42,0.0,0.0,0.0,,229.217,0.626,350.753,77.654,203.599,9.807,384.68,,0.0,,232.76,440.576,0.316,,1719.862,,0.362,43.437,,2.374,1.848,0.0,4.333,0.563,0.143,0.142,0.152,0.001,1.388,2.062,,0.0,1.223,,12.732,,31.555,,0.239,0.179,,,,0.0,0.0,0.178,0.13,0.038,0.018,9.164,0.056,3.426,4.313,1.652,0.0,0.0,0.521,106.062,,1.362,0.042,0.0,0.0,0.0,0.0,0.7,2
Uganda,42201,Yumbe,2012,0.0,6682.553,8257.134,0.0,0.0,0.0,,358.638,0.753,1588.547,220.618,262.237,5.842,850.301,,0.001,,283.244,587.824,,,3972.478,0.223,0.259,50.719,,2.295,1.498,0.226,1.293,0.512,0.006,0.407,0.063,0.012,1.453,1.523,0.0,0.0,1.456,14.263,21.886,36.143,28.021,,0.217,0.102,,,,0.0,,0.593,0.195,0.304,0.069,3.614,0.279,,3.792,7.302,0.0,0.0,0.279,52.434,,0.968,0.051,0.0,0.0,0.0,0.0,0.504,2
Viet Nam,3326,An Giang,2002,0.0,0.0,143054.583,277.989,11505.267,8386.033,,2406.658,5.429,2444.515,402.1,4653.005,10.804,5075.329,,,,439.172,894.335,0.19,,7683.604,,0.142,49.05,0.116,2.524,2.38,,0.263,0.551,0.04,0.294,0.053,0.062,0.533,0.481,0.223,,380.58,,795.179,,458.464,,0.753,0.579,,,,0.002,428.046,0.872,0.361,0.504,0.137,3.042,0.949,7.726,4.904,4.819,0.072,0.053,0.895,329.557,0.052,0.026,0.032,0.0,0.0,0.423,0.0,0.0,2
Viet Nam,3326,An Giang,2008,0.0,0.0,170094.0,74909.0,25600.0,2773.0,,4803.525,7.843,4833.741,398.003,8163.303,20.977,,,,,572.527,1092.941,0.237,,8457.334,,0.136,54.139,0.135,2.358,2.306,0.0,,0.644,0.074,0.157,0.074,0.051,0.611,0.444,0.0,0.931,434.05,1291.644,1520.478,,280.976,,0.825,0.47,,,,0.411,1859.504,0.978,0.374,0.605,0.233,8.506,1.012,8.729,4.664,4.354,0.141,0.007,0.934,251.757,0.033,0.09,0.137,0.0,0.0,0.217,0.0,0.0,2
Viet Nam,3327,Ba Ria-Vung Tau,2002,0.0,0.0,37534.855,564.117,2715.799,5239.229,,1928.15,3.728,2415.394,565.758,2958.151,8.107,6072.084,,,,420.327,968.663,0.059,,6662.193,,0.246,49.803,0.149,2.762,2.627,,0.0,0.505,0.115,0.252,0.087,0.041,0.551,0.257,0.363,,291.714,,880.695,,150.91,,0.924,0.505,,,,0.015,1040.075,1.281,0.619,0.647,0.29,,0.648,9.893,5.389,6.672,0.072,0.067,0.992,313.924,0.139,0.075,0.023,0.0,0.0,0.159,0.0,0.0,2
